metadata_date,source_file,station,freeway,direction,district,county,city,state_postmile,absolute_postmile,latitude,longitude,length,type,lanes,name,user_id_1,user_id_2,user_id_3,user_id_4
2020-10-02,d11_text_meta_2020_10_02.txt,1108595,15,N,11,73,66000,23.808,24.065,33.024581,-117.078628,.599,ML,5,WB RANCHO BERNARDO,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108596,15,N,11,73,66000,23.808,24.065,33.024581,-117.078628,,OR,2,WB RANCHO BERNARDO,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108597,15,N,11,73,66000,23.023,23.28,33.013247,-117.079485,.435,ML,5,BERNARDO CENTER DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108598,15,N,11,73,66000,23.023,23.28,33.013247,-117.079485,,OR,2,BERNARDO CENTER DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108599,78,W,11,73,68196,12.271,12.267,33.137287,-117.174332,.422,ML,3,NB SAN MARCOS BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108600,78,W,11,73,68196,12.271,12.267,33.137287,-117.174332,,OR,1,NB SAN MARCOS BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108601,78,E,11,73,68196,12.274,12.27,33.137072,-117.17436,.829,ML,3,SAN MARCOS BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108602,78,E,11,73,68196,12.274,12.27,33.137072,-117.17436,,OR,3,SAN MARCOS BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108603,5,N,11,73,66000,16.94,16.831,32.727284,-117.167641,.353,ML,5,Brant St/Howthorn St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108604,5,N,11,73,66000,16.94,16.831,32.727284,-117.167641,,OR,2,BRANT/HAWTHORN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108605,5,S,11,73,66000,17.339,17.23,32.731834,-117.171905,.283,ML,5,KETTNER BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108606,5,S,11,73,66000,17.339,17.23,32.731834,-117.171905,,OR,1,KETTNER BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108607,15,S,11,73,66000,13.445,13.692,32.881993,-117.109567,.426,ML,6,MIRAMAR WAY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108608,15,S,11,73,66000,13.445,13.692,32.881993,-117.109567,,OR,2,MIRAMAR WAY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108609,5,S,11,73,66000,18.159,18.05,32.741281,-117.180454,.387,ML,4,HANCOCK ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108610,5,S,11,73,66000,18.159,18.05,32.741281,-117.180454,,OR,2,HANCOCK ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108611,5,N,11,73,66000,18.13,18.021,32.741137,-117.179918,.387,ML,4,INDIA ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108612,5,N,11,73,66000,18.13,18.021,32.741137,-117.179918,,OR,2,INDIA ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108613,5,N,11,73,66000,18.454,18.345,32.743605,-117.184656,.385,ML,4,WASHINGTON ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108614,5,N,11,73,66000,18.454,18.345,32.743605,-117.184656,,OR,2,WASHINGTON ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108615,5,S,11,73,66000,18.931,18.822,32.746784,-117.191904,.405,ML,5,OLD TOWN AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108616,5,S,11,73,66000,18.931,18.822,32.746784,-117.191904,,OR,1,OLD TOWN AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108617,5,N,11,73,66000,19.264,19.155,32.750068,-117.196046,.9,ML,4,Old Town Av/Moore St,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108618,5,N,11,73,66000,19.264,19.155,32.750068,-117.196046,,OR,2,MOORE ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108619,78,W,11,73,53322,.653,.649,33.181145,-117.341401,.485,ML,3,JEFFERSON ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108620,78,W,11,73,53322,.653,.649,33.181145,-117.341401,,OR,3,JEFFERSON ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108621,78,W,11,73,53322,1.387,1.383,33.181397,-117.328764,1.296,ML,3,EL CAMINO REAL,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108622,78,W,11,73,53322,1.387,1.383,33.181397,-117.328764,,OR,2,EL CAMINO REAL,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108623,78,W,11,73,53322,4.285,4.281,33.187261,-117.281077,.444,ML,3,EMERALD DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108624,78,W,11,73,53322,4.285,4.281,33.187261,-117.281077,,OR,2,EMERALD DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108625,78,W,11,73,82996,5.801,5.797,33.194328,-117.256869,.832,ML,3,MELROSE/W VISTA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108626,78,W,11,73,82996,5.801,5.797,33.194328,-117.256869,,OR,2,MELROSE/W VISTA,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108627,78,W,11,73,82996,6.855,6.851,33.18994,-117.240564,.811,ML,3,Civic Center Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108628,78,W,11,73,82996,6.855,6.851,33.18994,-117.240564,,OR,2,SUNSET/ESCONDIDO,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108629,78,W,11,73,82996,7.763,7.759,33.180588,-117.229853,1.059,ML,3,MAR VISTA DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108630,78,W,11,73,82996,7.763,7.759,33.180588,-117.229853,,OR,2,MAR VISTA DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108631,78,W,11,73,68196,10.439,10.435,33.151914,-117.200195,1.063,ML,3,Rancho Santa Fe Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108632,78,W,11,73,68196,10.439,10.435,33.151914,-117.200195,,OR,2,RANCHO SANTA FE RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108633,78,E,11,73,82996,7.796,7.792,33.180072,-117.229778,1.166,ML,3,MAR VISTA DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108634,78,E,11,73,82996,7.796,7.792,33.180072,-117.229778,,OR,2,MAR VISTA DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108635,78,E,11,73,82996,6.886,6.882,33.18952,-117.24026,.738,ML,3,Civic Center Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108636,78,E,11,73,82996,6.886,6.882,33.18952,-117.24026,,OR,2,SUNSET/ESCONDIDO,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108637,78,E,11,73,53322,3.586,3.582,33.183323,-117.292024,.625,ML,3,PLAZA DR (COLLEGE),1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108638,78,E,11,73,53322,3.586,3.582,33.183323,-117.292024,,OR,2,PLAZA DR (COLLEGE),1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108639,78,E,11,73,53322,1.594,1.59,33.181952,-117.325285,1.182,ML,3,El Camino Real,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108640,78,E,11,73,53322,1.594,1.59,33.181952,-117.325285,,OR,2,EL CAMINO REAL,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108642,78,E,11,73,53322,.858,.854,33.181054,-117.33787,,OR,3,JEFFERSON ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108643,78,W,11,73,,8.973,8.969,33.168329,-117.216099,1.338,ML,3,SYCAMORE AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108644,78,W,11,73,,8.973,8.969,33.168329,-117.216099,,OR,3,SYCAMORE AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108645,78,E,11,73,,9.218,9.214,33.165559,-117.213523,1.442,ML,3,SYCAMORE AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108646,78,E,11,73,,9.218,9.214,33.165559,-117.213523,,OR,3,SYCAMORE AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108649,78,E,11,73,82996,6.32,6.316,33.194181,-117.248185,1.206,ML,3,VISTA VILLAGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108650,78,E,11,73,82996,6.32,6.316,33.194181,-117.248185,,OR,3,VISTA VILLAGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108651,5,N,11,73,22678,42.68,42.571,33.064668,-117.291997,.634,ML,4,LEUCADIA BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108652,5,N,11,73,22678,42.68,42.571,33.064668,-117.291997,,OR,2,LEUCADIA BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108653,805,N,11,73,66000,27.161,27.012,32.891358,-117.207213,2.094,ML,4,Vista Sorrento Pkwy,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108654,805,N,11,73,66000,27.161,27.012,32.891358,-117.207213,,OR,3,Vista Sorrento Pkwy,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108655,15,N,11,73,66000,8.332,8.513,32.809942,-117.113787,.4,ML,4,AERO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108656,15,N,11,73,66000,8.332,8.513,32.809942,-117.113787,,OR,2,AERO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108657,5,S,11,73,11194,50.09,49.948,33.162818,-117.342266,.73,ML,4,CARLSBAD VILLAGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108658,5,S,11,73,11194,50.09,49.948,33.162818,-117.342266,,OR,1,CARLSBAD VILLAGE DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108659,5,N,11,73,11194,48.104,47.995,33.136145,-117.330076,.717,ML,4,Cannon Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108660,5,N,11,73,11194,48.104,47.995,33.136145,-117.330076,,OR,3,CANNON RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108661,5,S,11,73,11194,47.965,47.823,33.134215,-117.329382,1.076,ML,4,CANNON RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108662,5,S,11,73,11194,47.965,47.823,33.134215,-117.329382,,OR,3,CANNON RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108663,5,N,11,73,22678,44.21,44.101,33.086077,-117.299048,.7,ML,4,LA COSTA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108664,5,N,11,73,22678,44.21,44.101,33.086077,-117.299048,,OR,2,LA COSTA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108665,5,N,11,73,66000,24.057,23.948,32.81362,-117.2211,1.088,ML,4,MISSION BAY DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108666,5,N,11,73,66000,24.057,23.948,32.81362,-117.2211,,OR,2,MISSION BAY DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108667,5,S,11,73,66000,25.848,25.739,32.836089,-117.234107,1.041,ML,4,La Jolla Pkwy to 5SB,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108668,5,S,11,73,66000,25.848,25.739,32.836089,-117.234107,,OR,1,ARDATH RD/SR-52,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108669,5,S,11,73,66000,26.73,26.621,32.848532,-117.235725,.796,ML,4,Gilman Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108670,5,S,11,73,66000,26.73,26.621,32.848532,-117.235725,,OR,3,GILMAN DR to 5SB,1,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1108671,5,N,11,73,66000,R28.562,28.453,32.874015,-117.228887,,OR,2,2,218,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108672,5,S,11,73,53322,53.3,53.158,33.200618,-117.373434,1.013,ML,4,WB RTE 76/MISSION,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108673,5,S,11,73,53322,53.3,53.158,33.200618,-117.373434,,OR,2,WB RTE 76/MISSION,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108674,5,S,11,73,53322,53.301,53.159,33.200623,-117.37345,,OR,1,EB RTE 76/MISSION,1,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1108675,15,N,11,73,66000,R6.267,6.448,32.780534,-117.112866,,FF,2,FAIRMOUNT AVE,21312,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1108676,15,N,11,73,66000,R6.265,6.446,32.780507,-117.112857,.271,ML,4,Segment Fairmount Av,11312,,,
2020-05-29,d11_text_meta_2020_05_29.txt,1108677,15,N,11,73,66000,R6.265,6.446,32.780507,-117.112857,,OR,2,FAIRMOUNT AVE,11312,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108680,5,S,11,73,11194,45.435,45.293,33.101626,-117.309439,.799,ML,4,POINSETTIA LN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108681,5,S,11,73,11194,45.435,45.293,33.101626,-117.309439,,OR,3,POINSETTIA LN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108682,5,N,11,73,11194,45.582,45.473,33.103602,-117.310425,.922,ML,4,POINSETTIA LN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108683,5,N,11,73,11194,45.582,45.473,33.103602,-117.310425,,OR,2,POINSETTIA LN,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108684,5,S,11,73,11194,46.869,46.727,33.120034,-117.320913,,OR,2,EB PALOMAR AIRPORT,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108685,5,S,11,73,11194,47.097,46.955,33.122973,-117.322702,.832,ML,4,WB PALOMAR AIRPORT,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108686,5,S,11,73,11194,47.097,46.955,33.122973,-117.322702,,OR,2,WB PALOMAR AIRPORT,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108687,5,N,11,73,11194,47.165,47.056,33.12394,-117.32296,.779,ML,4,PALOMAR AIRPORT RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108688,5,N,11,73,11194,47.165,47.056,33.12394,-117.32296,,OR,3,PALOMAR AIRPORT RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108689,54,E,11,73,50398,2.951,2.904,32.664009,-117.057617,3.168,ML,3,VALLEY RD/REO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108690,54,E,11,73,50398,2.951,2.904,32.664009,-117.057617,,OR,2,VALLEY RAD/REO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108691,54,W,11,73,50398,2.968,2.965,32.664368,-117.057402,3.035,ML,3,VALLEY RD/REO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108692,54,W,11,73,50398,2.968,2.965,32.664368,-117.057402,,OR,2,VALLEY RD/REO DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108693,5,S,11,73,66000,22.959,22.85,32.800051,-117.211487,.746,ML,4,Mission Bay Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108694,5,S,11,73,66000,22.959,22.85,32.800051,-117.211487,,OR,3,MISSION BAY DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108697,78,W,11,73,68196,12.879,12.875,33.137204,-117.164146,.934,ML,3,TWIN OAKS VALLEY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108698,78,W,11,73,68196,12.879,12.875,33.137204,-117.164146,,OR,2,TWIN OAKS VALLEY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108699,78,E,11,73,68196,13.022,13.018,33.137161,-117.161693,1.293,ML,3,Twin Oaks Valley Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108700,78,W,11,73,68196,14.14,14.136,33.139232,-117.142802,.991,ML,3,Woodland Pkwy,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108701,78,W,11,73,68196,14.14,14.136,33.139232,-117.142802,,OR,2,WOODLAND PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108702,78,E,11,73,68196,14.86,14.856,33.135093,-117.131488,1.287,ML,3,Barham Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108703,78,E,11,73,68196,14.86,14.856,33.135093,-117.131488,,OR,2,BARHAM DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108704,78,W,11,73,68196,15.37,15.366,33.132967,-117.123177,.527,ML,3,Nordahl Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108705,78,W,11,73,68196,15.37,15.366,33.132967,-117.123177,,OR,2,NORDAHL RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108706,78,E,11,73,,15.596,15.592,33.131243,-117.119739,.528,ML,3,NORDAHL RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108707,78,E,11,73,,15.597,15.593,33.131236,-117.119723,,OR,2,NORDAHL RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108708,78,W,11,73,22804,17.283,17.279,33.130825,-117.092776,.677,ML,3,SB CENTRE CITY PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108709,78,W,11,73,22804,17.283,17.279,33.130825,-117.092776,,OR,2,SB CENTRE CITY PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108710,78,W,11,73,22804,17.34,17.336,33.131103,-117.091849,,OR,2,NB CENTER CITY PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108711,5,S,11,73,66000,22.082,21.973,32.788012,-117.207155,.742,ML,5,EB CLAIREMONT DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108712,5,S,11,73,66000,22.082,21.973,32.788012,-117.207155,,OR,1,EB CLAIREMONT DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108713,5,S,11,73,66000,22.321,22.212,32.791448,-117.207392,,OR,2,WB CLAIREMONT DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108714,8,W,11,73,21712,15.785,17.742,32.803151,-116.962629,,OR,2,DUM FLETCHER/BROADWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108715,15,S,11,73,66000,7.671,7.842,32.800345,-117.112825,.541,ML,5,MURPHY CANYON RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108716,15,S,11,73,66000,7.671,7.842,32.800345,-117.112825,,OR,2,MURPHY CANYON RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108717,15,N,11,73,66000,17.273,17.53,32.93588,-117.111337,.796,ML,5,MERCY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108718,15,N,11,73,66000,17.273,17.53,32.93588,-117.111337,,OR,3,MERCY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108719,5,N,11,73,66000,28.39,28.281,32.87153,-117.229139,1.686,ML,4,EB LA JOLLA VILLAGE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108720,5,N,11,73,66000,28.39,28.281,32.87153,-117.229139,,OR,2,EB LA JOLLA VILLAGE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108721,163,S,11,73,66000,10.931,10.333,32.85586,-117.117328,.646,ML,5,KEARNY VILLA RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108722,163,S,11,73,66000,10.931,10.333,32.85586,-117.117328,,OR,3,KEARNY VILLA RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108723,5,S,11,73,22678,42.69,42.548,33.064772,-117.292309,.635,ML,4,Leucadia Blvd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108724,5,S,11,73,22678,42.69,42.548,33.064772,-117.292309,,OR,3,LEUCADIA BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108725,5,S,11,73,22678,43.785,43.643,33.080188,-117.296877,.7,ML,4,La Costa Ave,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108726,5,S,11,73,22678,43.785,43.643,33.080188,-117.296877,,OR,3,LA COSTA AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108727,78,W,11,73,22804,17.621,17.617,33.132541,-117.087404,,OR,3,BROADWAY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108728,8,E,11,73,66000,1.213,3.17,32.759352,-117.183711,.262,ML,2,SB SPORTS ARENA BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108729,8,E,11,73,66000,1.216,3.173,32.75935,-117.183659,,OR,2,SB SPORTS ARENA BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108731,54,E,11,73,,4.288,4.241,32.674057,-117.038294,1.06,ML,3,WOODMAN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108732,54,E,11,73,,4.288,4.241,32.674057,-117.038294,,OR,2,WOODMAN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108733,54,E,11,73,,5.072,5.025,32.682203,-117.029012,2.892,ML,3,BRIARWOOD RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108734,54,E,11,73,,5.072,5.025,32.682203,-117.029012,,OR,2,BRIARWOOD RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108735,54,W,11,73,,4.039,4.036,32.671672,-117.041389,.899,ML,3,WOODMAN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108736,54,W,11,73,,4.039,4.036,32.671672,-117.041389,,OR,2,WOODMAN ST,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108737,54,W,11,73,,4.767,4.764,32.679441,-117.033088,2.864,ML,3,BRIARWOOD RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108738,54,W,11,73,,4.767,4.764,32.679441,-117.033088,,OR,2,BRIARWOOD RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108739,56,E,11,73,66000,.966,.966,32.937845,-117.226663,.49,ML,3,CARMEL CREEK RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108740,56,E,11,73,66000,.966,.966,32.937845,-117.226663,,OR,2,CARMEL CREEK RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108741,56,E,11,73,66000,1.891,1.891,32.944548,-117.21295,.754,ML,2,Carmel Country Rd,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108743,56,W,11,73,66000,.881,.881,32.937679,-117.228154,1.085,ML,2,CARMEL CREEK RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108744,56,W,11,73,66000,.871,.871,32.937625,-117.228312,,OR,2,CARMEL CREEK RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108745,56,W,11,73,66000,1.861,1.861,32.944421,-117.213509,.81,ML,2,CARMEL COUNTRY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108746,56,W,11,73,66000,1.861,1.861,32.944421,-117.213509,,OR,2,CARMEL COUNTRY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108747,15,N,11,73,66000,4.68,4.282,32.749887,-117.10858,.451,ML,5,UNIVERSITY AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108748,15,N,11,73,66000,4.68,4.282,32.749887,-117.10858,,OR,2,UNIVERSITY AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108749,15,N,11,73,66000,5.07,4.672,32.755505,-117.108629,.465,ML,4,EL CAJON BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108750,15,N,11,73,66000,5.07,4.672,32.755505,-117.108629,,OR,3,EL CAJON BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108751,15,N,11,73,66000,5.611,5.213,32.763381,-117.109091,.365,ML,4,ADAMS AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108752,15,N,11,73,66000,5.611,5.213,32.763381,-117.109091,,OR,2,ADAMS AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108753,15,S,11,73,66000,4.552,4.144,32.748042,-117.109034,.415,ML,4,UNIVERSITY AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108754,15,S,11,73,66000,4.552,4.144,32.748042,-117.109034,,OR,2,UNIVERSITY AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108755,15,S,11,73,66000,4.999,4.591,32.754476,-117.108977,.469,ML,5,EL CAJON BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108756,15,S,11,73,66000,4.999,4.591,32.754476,-117.108977,,OR,2,EL CAJON BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108757,15,S,11,73,66000,5.49,5.082,32.761617,-117.109257,.395,ML,5,ADAMS AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108758,15,S,11,73,66000,5.49,5.082,32.761617,-117.109257,,OR,2,ADAMS AVE,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108759,125,S,11,73,40004,15.407,17.81,32.763964,-117.002177,,OR,3,125 SB connector,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108760,78,W,11,73,53322,3.33,3.326,33.183222,-117.296449,.171,ML,3,NB COLLEGE BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108761,78,W,11,73,53322,3.33,3.326,33.183222,-117.296449,,OR,2,NB COLLEGE BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108762,78,W,11,73,68196,12.035,12.031,33.138585,-117.178083,.586,ML,3,SB SAN MARCOS BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108763,78,W,11,73,68196,12.035,12.031,33.138585,-117.178083,,OR,2,SB SAN MARCOS BLVD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108764,805,S,11,73,66000,25.249,25.1,32.8671,-117.192516,.752,ML,4,Nobel Dr,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108765,805,S,11,73,66000,25.249,25.1,32.8671,-117.192516,,OR,3,NOBEL DR,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108766,78,W,11,73,68196,12.805,12.801,33.137134,-117.165396,,OR,2,TWIN OAKS VALLEY RD,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108767,15,N,11,73,66000,26.881,27.138,33.067915,-117.069049,.911,ML,4,Via Rancho Pkwy,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108768,15,N,11,73,66000,26.881,27.138,33.067915,-117.069049,,OR,2,VIA RANCHO PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108769,15,N,11,73,,28.824,29.081,33.092857,-117.082787,.615,ML,5,CITRACADO PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108770,15,N,11,73,,28.824,29.081,33.092857,-117.082787,,OR,1,CITRACADO PKWY,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108771,15,N,11,73,22804,30.212,30.469,33.109772,-117.095518,.611,ML,5,AUTO PARK WAY/9TH,1,,,
2020-10-02,d11_text_meta_2020_10_02.txt,1108772,15,N,11,73,22804,30.212,30.469,33.109772,-117.095518,,OR,1,AUTO PARK WAY/9TH,1,,,
